market_slug,token_id
fed-increases-interest-rates-by-25-bps-after-september-2025-meeting,62835854561266997596361442356625985627589507414091189314191988485055558104085
fed-decreases-interest-rates-by-75-bps-after-january-2025-meeting,62581913645348789773642673351236526494908268639101055154490962144556865258375
fed-decreases-interest-rates-by-75-bps-after-january-2025-meeting,17236344785142893910230410579976386010600761811866369411443978881334968280338
fed-decreases-interest-rates-by-50-bps-after-january-2025-meeting,70018807773238020915361161897719073078804647330583488591369599275024873820020
fed-decreases-interest-rates-by-50-bps-after-january-2025-meeting,38040810336402647860524961857216751324740229233874430685472918943584669196682
fed-decreases-interest-rates-by-25-bps-after-january-2025-meeting,74385256365261740991943052404976663449426970722774337626179714294936780155816
fed-decreases-interest-rates-by-25-bps-after-january-2025-meeting,43676459548019945544891306427721605369693078423952852640943584984070260281567
no-change-in-fed-interest-rates-after-january-2025-meeting,71366065379283985882048015988468347304730977557386250301113872372802573107404
no-change-in-fed-interest-rates-after-january-2025-meeting,64300364193031824587552769823493469778718733602447265999703025404994006979266
fed-increases-interest-rates-by-25-bps-after-january-2025-meeting,21716925607100566759590441552275430953978834416391952294923382480845557169897
fed-increases-interest-rates-by-25-bps-after-january-2025-meeting,111910413422671918936122538535145431385909364082485858588595246969087543566638
fed-decreases-interest-rates-by-50-bps-after-march-2025-meeting,59500043981638253528854819796350757181716737470693576068597643626706510223839
fed-decreases-interest-rates-by-50-bps-after-march-2025-meeting,53827210122848802553752764552357021508542175671336446697980210427171312978827
fed-decreases-interest-rates-by-25-bps-after-march-2025-meeting,89116530978908711797607850110372348932106298082008228479003610418450546304140
fed-decreases-interest-rates-by-25-bps-after-march-2025-meeting,31361078953599085620148709414894486777711482989707029427747081469972237802868
no-change-in-fed-interest-rates-after-march-2025-meeting,36985952389507121027489287608663328433585265985125393395085818029245397624615
no-change-in-fed-interest-rates-after-march-2025-meeting,84404545665642736163147199311465812729929064435437776471057885230010324444001
fed-increases-interest-rates-by-25-bps-after-march-2025-meeting,5678441977631356096576643767219853506662704132397324700379875824610338420737
fed-increases-interest-rates-by-25-bps-after-march-2025-meeting,74384045717921713926851299648820414700024667426425261397803198704608838497339
fed-decreases-interest-rates-by-50-bps-after-may-2025-meeting,10794957769206219547174568045572239474096710780259256507519900112979835465721
fed-decreases-interest-rates-by-50-bps-after-may-2025-meeting,27981687390827806168890380876403949931406164510761568138358607281408331693721
fed-decreases-interest-rates-by-25-bps-after-may-2025-meeting,26743053013371365007476551740114280533872198414218154821939946443052738700427
fed-decreases-interest-rates-by-25-bps-after-may-2025-meeting,46427314982690900148482746737016368405968699801898624292882516041999385167082
no-change-in-fed-interest-rates-after-may-2025-meeting,11948977256049640505529515118442328278366541768796561243240603850147585003221
no-change-in-fed-interest-rates-after-may-2025-meeting,37751409168070890064130120440261893477731574247683404267820510185194430319527
fed-increases-interest-rates-by-25-bps-after-may-2025-meeting,17610439523131859020845982375845064429205150380820600510254792864187410085009
fed-increases-interest-rates-by-25-bps-after-may-2025-meeting,110884715026302001152302604004993790698307635767709984192944159418964296924679
fed-decreases-interest-rates-by-50-bps-after-june-2025-meeting,113056471671080844361260106931306859817628421950685586233292833065866456177916
fed-decreases-interest-rates-by-50-bps-after-june-2025-meeting,106470346400467790926555598933779645014104578722467391592920204737852094642121
fed-decreases-interest-rates-by-25-bps-after-june-2025-meeting,72590024726245493077522454398168089576836207607927418208000602748203871211427
fed-decreases-interest-rates-by-25-bps-after-june-2025-meeting,36390717936372746391289704283263123445079118730599731659392294228980748319183
no-change-in-fed-interest-rates-after-june-2025-meeting,68046695472248272727543027597015771748863497493648721835081384395985280231101
no-change-in-fed-interest-rates-after-june-2025-meeting,76716978061000337976118775823237305754635471486273544675473025333022147209928
fed-increases-interest-rates-by-25-bps-after-june-2025-meeting,53773496600623227278718953583260706698915942265798082890170993921603893162994
fed-increases-interest-rates-by-25-bps-after-june-2025-meeting,1181333413366794698443015859124945447083985733455093288678334804747057699199
fed-decreases-interest-rates-by-50-bps-after-december-2025-meeting,74018646712472971445258547247048869505144598783748525202442089895996249694683
fed-decreases-interest-rates-by-50-bps-after-december-2025-meeting,21489772516410038586556744342392982044189999368638682594741395650226594484811
fed-decreases-interest-rates-by-25-bps-after-december-2025-meeting,87769991026114894163580777793845523168226980076553814689875238288185044414090
fed-decreases-interest-rates-by-25-bps-after-december-2025-meeting,13411284055273560855537595688801764123705139415061660246624128667183605973730
no-change-in-fed-interest-rates-after-december-2025-meeting,80746058984644290629624903019922696017323803605256698757445938534814122585786
no-change-in-fed-interest-rates-after-december-2025-meeting,85970682092909806158465981896969493051954703765750954325716965011253694472992
fed-increases-interest-rates-by-25-bps-after-december-2025-meeting,111653286751222233434552489231342053782305860121514128195211070982702807638967
fed-increases-interest-rates-by-25-bps-after-december-2025-meeting,83234538869110488222137558986831878044545184788704562505964003874631215840521
will-the-fed-decrease-interest-rates-by-50-bps-after-the-june-2026-meeting,110884561568299698460551977852169332756450294345019257864587852438060900499251
will-the-fed-decrease-interest-rates-by-50-bps-after-the-june-2026-meeting,43657246144121396803720838555832481461017693669899677632500878505194847879265
will-the-fed-decrease-interest-rates-by-25-bps-after-the-june-2026-meeting,65193234666628291664907888364936366210889305490897648116746073820519263548476
